"Warna","TDS","Kekeruhan","Suhu","E. Coli","Total Koliform","Fluorida","Total Kromium","Nitrit","Nitrat","Sianida","Aluminium","Besi","Kesadahan","Khlorida","Mangan","pH","Seng","Sulfat","Tembaga","Amonia","Zat Organik","Karbondioksida Bebas","Alkalinitas Total","Label"
"1","160","0.98","25","0","0","0.12","0.02","0.018","0.05","0.002","0.012","0.04","67.3","8.3","0.018","7.27","0.04","9","0.02","0.14","4.2","38.3","38.0","Layak Diminum"
"1","162","0.97","25","0","0","0.13","0.01","0.023","0.03","0.003","0.011","0.04","63.4","8.5","0.021","7.31","0.04","13","0.02","0.11","4.2","38.7","36.0","Layak Diminum"
"2","418","0.93","25","0","0","0.08","0.01","0.014","0.04","0.003","0.013","0.03","61.4","8.4","0.020","7.33","0.07","11","0.03","0.08","3.9","38.3","39.0","Layak Diminum"
"1","413","0.95","25","0","0","0.06","0.01","0.017","0.04","0.002","0.014","0.03","59.4","8.1","0.014","7.29","0.07","17","0.02","0.06","3.6","40.0","37.0","Layak Diminum"
"1","426","0.86","25","0","0","0.90","0.02","0.018","0.04","0.003","0.014","0.03","59.4","7.9","0.014","7.30","0.03","15","0.03","0.06","3.6","39.6","38.0","Layak Diminum"
"2","424","0.87","25","0","0","0.05","0.02","0.019","0.06","0.002","0.012","0.06","57.4","8.5","0.014","7.25","0.05","12","0.02","0.05","4.5","35.2","36.0","Layak Diminum"
"2","420","0.87","25","0","0","0.04","0.01","0.022","0.03","0.003","0.008","0.06","63.4","8.5","0.017","7.32","0.05","21","0.02","0.05","4.2","36.5","33.0","Layak Diminum"
"2","416","0.83","25","0","0","0.07","0.02","0.021","0.02","0.002","0.011","0.04","62.4","7.5","0.021","7.20","0.04","18","0.03","0.07","4.5","39.2","31.0","Layak Diminum"
"1","72.4","0.87","22","0","0","0.05","0.01","0.007","1.09","0.005","0.035","0.02","8.4","11","0.034","7.10","0.23","12","0.02","0.00","3.0","14.3","39.0","Layak Diminum"
"1","67.6","0.84","22","0","0","0.06","0","0.004","1.11","0.007","0.05","0.04","81.7","11","0.024","7.08","0.18","14","0.00","0.00","3.0","17.3","40.6","Layak Diminum"
"1","67.9","0.77","22","0","0","0.09","0","0.005","1.12","0.006","0.034","0.02","85.4","12.4","0.006","7.13","0.07","17","0.02","0.00","3.9","13.3","39.5","Layak Diminum"
"1","67.8","0.74","22","0","0","0","0.01","0.014","1.1","0.007","0.031","0.03","89.1","11","0.008","7.12","0.09","13","0.01","0.00","2.1","18.4","39.0","Layak Diminum"
"1","68.5","0.79","23","0","0","0.18","0.05","0.015","1.11","0.006","0.086","0.02","90.3","11.5","0.015","7.21","0.75","12","0.00","0.00","1.5","14.3","39.5","Layak Diminum"
"1","67.9","0.75","23","0","0","0","0.01","0.002","1.12","0.006","0.036","0.01","80.5","10.1","0.01","7.07","0.65","13","0.03","0.00","3.6","15.3","39.5","Layak Diminum"
"1","68.4","0.86","22","0","0","0","0.01","0.004","1.1","0.004","0.036","0.03","79.3","11","0.016","7.06","0.09","11","0.03","0.00","2.1","15.3","39.0","Layak Diminum"
"1","67.8","0.77","23","0","0","0.12","0","0.003","1.1","0.009","0.028","0.01","84.2","9.7","0.029","7.19","0.44","13","0.00","0.00","1.8","17.3","39.0","Layak Diminum"
"2","68","0.83","23","0","0","0","0.01","0.016","1.12","0.007","0.028","0.02","75.6","11.0","0.012","7.21","0.55","13","0.02","0.00","1.5","9.0","39.5","Layak Diminum"
"1","67.8","0.81","23","0","0","0.23","0.01","0.001","1.11","0.005","0.051","0.01","80.5","12","0.007","7.05","0.10","13","0.01","0.00","1.2","8.2","40.0","Layak Diminum"
"1","68.3","0.80","23","0","0","0.01","0.01","0.003","1.1","0.007","0.042","0.02","76.9","8.9","0.010","7.13","0.06","13","0.00","0.00","0.9","12.2","56.7","Layak Diminum"
"1","67.5","1","23","0","0","0","0.05","0.044","1.12","0.01","0.063","1.2","90.3","6.9","0.009","7.23","0","7","0.09","0.16","11.3","20.4","48.9","Tidak Layak Diminum"
"1","68.7","0.73","24","0","0","0.08","0.01","0.018","0.07","0.002","0.010","0.02","81.2","19.1","0.019","6.84","0.03","14","0.01","0.09","5.3","8.8","48.0","Layak Diminum"
"1","68.1","0.77","24","0","0","0.07","0.01","0.021","0.04","0.002","0.015","0.03","79.2","21.0","0.014","6.90","0.03","14","0.03","0.07","5.3","19.4","48.0","Layak Diminum"
"1","66.5","0.81","23","0","0","0.09","0.01","0.017","0.06","0.002","0.026","0.09","25.7","3.2","0.009","6.91","0.06","21","0.02","0.09","3.0","4.4","18.0","Layak Diminum"
"1","66.9","0.79","23","0","0","0.11","0.02","0.017","0.03","0.003","0.021","0.02","31.7","3.9","0.011","6.80","0.04","11","0.03","0.09","3.3","7.9","18.0","Layak Diminum"
"1","66.1","0.83","22","0","0","0.08","0.01","0.022","0.06","0.003","0.009","0.04","43.6","9.1","0.016","7.47","0.04","13","0.03","0.05","3.9","6.2","34.0","Layak Diminum"
"2","69.8","0.75","22","0","0","0.07","0.03","0.023","0.05","0.002","0.014","0.07","45.5","7.1","0.018","7.33","0.06","18","0.03","0.08","2.7","3.5","18.0","Layak Diminum"
"2","69.9","0.70","20","0","0","0.09","0.02","0.025","0.09","0.002","0.021","0.08","45.5","4.1","0.006","6.98","0.06","17","0.03","0.06","2.7","30.8","13.0","Layak Diminum"
"1","132","0.39","19","0","0","0.05","0.02","0.023","0.05","0.002","0.027","0.05","41.6","5.2","0.004","6.87","0.03","14","0.02","0.11","2.1","39.6","12.0","Layak Diminum"
"1","132","0.45","18","0","0","0.08","0.01","0.025","0.08","0.003","0.017","0.04","45.5","4.6","0.005","6.91","0.05","18","0.02","0.05","2.7","33.4","12.0","Layak Diminum"
"1","135","0.19","19","0","0","0.06","0.01","0.010","0.07","0.003","0.110","0.03","95","39.3","0.004","7.67","0.05","12","0.02","0.08","2.4","98.6","216.0","Layak Diminum"
"1","7.8","0.42","18","0","0","0.06","0.02","0.018","0.06","0.002","0.027","0.09","77.2","8.1","0.016","6.91","0.08","12","0.04","0.09","1.2","61.6","38.0","Layak Diminum"
"1","7.44","0.39","18","0","0","0.06","0.02","0.019","0.08","0.002","0.018","0.08","65.3","8.8","0.021","7.18","0.02","13","0.02","0.14","4.8","59.8","48.0","Layak Diminum"
"1","7.39","0.30","18","0","0","0","0.01","0.001","0.24","0.006","0","0.01","73.3","8.0","0.004","6.57","0.06","31","0.02","0.00","2.4","60.7","40.0","Layak Diminum"
"2","7.56","0.48","19","0","0","0.19","0.01","0.003","0.19","0.005","0","0","77.2","8.1","0.005","6.53","0.02","30","0.01","0.00","1.8","45.8","42.0","Layak Diminum"
"1","8.02","0.30","17","0","0","0.05","0.10","0.003","0.37","0.006","0","0.04","87.1","30.0","0.047","6.80","0.07","21","0.00","0.00","2.7","28.6","27.0","Tidak Layak Diminum"
"1","71.2","0.80","24","0","0","0.18","0.02","0.001","0.31","0.003","0.024","0.02","38.6","9.5","0.019","6.97","0.05","15","0.01","0.00","1.8","44.0","22.0","Layak Diminum"
"1","72.4","0.73","24","0","0","0.1","0.02","0.001","0.35","0.003","0.013","0.02","39.6","10.6","0.025","6.97","0.07","12","0.01","0.00","3.0","44.0","25.0","Layak Diminum"
"2","70.9","0.62","25","0","0","0.01","0.02","0.003","0.33","0.005","0.043","0.02","39.6","10.7","0.025","6.88","0.02","12","0.01","0.00","4.5","43.6","25.0","Layak Diminum"
"1","71.5","0.59","24","0","0","0.02","0.05","0.002","0.42","0.003","0.040","0.03","35.6","10.5","0.020","6.95","0.05","10","0.07","0.00","1.8","41.4","27.0","Layak Diminum"
"1","72","0.43","25","0","0","0.07","0.02","0.002","0.36","0.005","0.027","0.02","43.6","10.1","0.025","6.99","0.10","11","0.02","0.00","0.1","35.2","28.0","Layak Diminum"
"1","71.9","0.63","25","0","0","0.03","0.01","0.003","0.40","0.003","0.018","0.04","41.6","8.7","0.016","6.82","0.08","10","0.01","0.00","1.5","29.9","28.0","Layak Diminum"
"1","70.2","0.74","25","0","0","0","0.01","0.003","0.41","0.003","0.049","0.05","39.6","10.9","0.024","6.98","0.03","11","0","0.00","1.8","32.6","25.0","Layak Diminum"
"2","70.4","0.79","25","0","0","0.07","0.03","0.023","0.05","0.002","0.014","0.07","45.5","7.1","0.018","7.33","0.06","18","0.03","0.08","2.7","3.5","18.0","Layak Diminum"
"1","70.1","0.68","25","0","0","0.07","0.02","0.018","0.08","0.003","0.017","0.08","65.3","8.6","0.016","7.28","0.03","15","0.02","0.13","5.3","56.3","47.0","Layak Diminum"
"1","144","0.49","25","0","0","0.09","0.01","0.014","0.04","0.002","0.011","0.05","71.3","8.7","0.019","7.19","0.08","11","0.02","0.08","4.8","44.0","47.0","Layak Diminum"
"6","235","28.50","26","0","0","0.06","0.01","0.017","0.04","0.002","0.014","0.03","59.4","8.1","0.014","7.29","0.07","17","0.02","0.06","3.6","40.0","37.0","Layak Diminum"
"1","85.6","0.64","24","0","0","0.05","0.01","0.007","1.09","0.005","0.035","0.02","8.4","11","0.034","7.10","0.23","12","0.02","0.00","3.0","14.3","39.0","Layak Diminum"
"1","83.2","0.68","24","0","0","0.06","0","0.004","1.11","0.007","0.05","0.04","81.7","11","0.024","7.08","0.18","14","0.00","0.00","3.0","17.3","40.6","Layak Diminum"
"1","81.2","0.86","24","0","0","0.09","0","0.005","1.12","0.006","0.034","0.02","85.4","12.4","0.006","7.13","0.07","17","0.02","0.00","3.9","13.3","39.5","Layak Diminum"
"1","80.6","0.77","24","0","0","0","0.01","0.014","1.1","0.007","0.031","0.03","89.1","11","0.008","7.12","0.09","13","0.01","0.00","2.1","18.4","39.0","Layak Diminum"
"2","83.6","0.73","25","0","0","0.18","0.05","0.015","1.11","0.006","0.086","0.02","90.3","11.5","0.015","7.21","0.75","12","0.00","0.00","1.5","14.3","39.5","Layak Diminum"
"2","80.7","0.78","25","0","0","0","0.01","0.002","1.12","0.006","0.036","0.01","80.5","10.1","0.01","7.07","0.65","13","0.03","0.00","3.6","15.3","39.5","Layak Diminum"
"1","78.7","0.81","25","0","0","0","0.01","0.004","1.1","0.004","0.036","0.03","79.3","11","0.016","7.06","0.09","11","0.03","0.00","2.1","15.3","39.0","Layak Diminum"
"1","78.1","0.78","24","0","0","0.12","0","0.003","1.1","0.009","0.028","0.01","84.2","9.7","0.029","7.19","0.44","13","0.00","0.00","1.8","17.3","39.0","Layak Diminum"
"2","84.1","0.81","25","0","0","0","0.01","0.016","1.12","0.007","0.028","0.02","75.6","11.0","0.012","7.21","0.55","13","0.02","0.00","1.5","9.0","39.5","Layak Diminum"
"1","75.6","0.83","24","0","0","0.23","0.01","0.001","1.11","0.005","0.051","0.01","80.5","12","0.007","7.05","0.10","13","0.01","0.00","1.2","8.2","40.0","Layak Diminum"
"1","85.4","0.76","25","0","0","0.01","0.01","0.003","1.1","0.007","0.042","0.02","76.9","8.9","0.010","7.13","0.06","13","0.00","0.00","0.9","12.2","56.7","Layak Diminum"
"1","83.8","0.79","24","0","0","0","0.05","0.044","1.12","0.01","0.063","1.2","90.3","6.9","0.009","7.23","0","7","0.09","0.16","11.3","20.4","48.9","Tidak Layak Diminum"
"2","79.3","0.8","24","0","0","0.08","0.02","0.012","0.03","0.003","0.018","0.09","67.3","8.9","0.020","7.17","0.06","20","0.02","0.11","4.2","52.8","50.0","Layak Diminum"
"1","79.8","0.85","25","0","0","0.11","0.01","0.011","0.03","0.003","0.017","0.08","73.3","9.1","0.015","7.18","0.02","13","0.02","0.07","4.8","46.4","42.0","Layak Diminum"
"1","77.9","0.83","25","0","0","0.12","0.02","0.018","0.05","0.002","0.012","0.04","67.3","8.3","0.018","7.27","0.04","9","0.02","0.14","4.2","38.3","38.0","Layak Diminum"
"1","76.7","0.71","25","0","0","0.05","0.01","0.007","1.09","0.005","0.035","0.02","8.4","11","0.034","7.10","0.23","12","0.02","0.00","3.0","14.3","39.0","Layak Diminum"
"1","81","0.76","25","0","0","0.18","0.05","0.015","1.11","0.006","0.086","0.02","90.3","11.5","0.015","7.21","0.75","12","0.00","0.00","1.5","14.3","39.5","Layak Diminum"
"2","82.1","0.88","24","0","0","0.12","0","0.003","1.1","0.009","0.028","0.01","84.2","9.7","0.029","7.19","0.44","13","0.00","0.00","1.8","17.3","39.0","Layak Diminum"
"1","81.9","0.83","24","0","0","0.08","0.01","0.018","0.07","0.002","0.010","0.02","81.2","19.1","0.019","6.84","0.03","14","0.01","0.09","5.3","8.8","48.0","Layak Diminum"
"1","83.2","0.79","22","0","0","0.06","0.02","0.019","0.08","0.002","0.018","0.08","65.3","8.8","0.021","7.18","0.02","13","0.02","0.14","4.8","59.8","48.0","Layak Diminum"
"1","136","0.48","23","0","0","0.18","0.02","0.001","0.31","0.003","0.024","0.02","38.6","9.5","0.019","6.97","0.05","15","0.01","0.00","1.8","44.0","22.0","Layak Diminum"
"1","130","0.51","24","0","0","0","0.01","0.003","0.41","0.003","0.049","0.05","39.6","10.9","0.024","6.98","0.03","11","0","0.00","1.8","32.6","25.0","Layak Diminum"
"1","132","0.46","24","0","0","0.09","0.02","0.019","0.06","0.002","0.021","0.05","73.3","20.0","0.011","6.84","0.04","13","0.02","0.06","6.5","17.6","52.0","Layak Diminum"
"1","158","0.91","25","0","0","0.09","0.01","0.017","0.06","0.002","0.026","0.09","25.7","3.2","0.009","6.91","0.06","21","0.02","0.09","3.0","4.4","18.0","Layak Diminum"
"1","87","0.31","21","0","0","0.06","0.01","0.016","0.06","0.002","0.014","0.07","27.7","3.2","0.011","6.96","0.04","29","0.02","0.07","3.6","3.5","16.0","Layak Diminum"
"1","75","0.28","21","0","0","0.09","0.01","0.017","0.05","0.002","0.017","0.06","49.5","9.1","0.019","7.54","0.08","21","0.02","0.13","3.6","5.7","33.5","Layak Diminum"
"2","108","1.28","21","0","0","0.08","0.02","0.021","0.04","0.003","0.011","0.03","45.5","9.1","0.014","7.43","0.05","17","0.04","0.05","4.5","5.7","35.0","Layak Diminum"
"1","77","0.21","20","0","0","0.09","0.01","0.020","0.08","0.003","0.021","0.02","47.5","9.0","0.014","7.51","0.05","9","0.02","0.08","4.8","7.5","33.0","Layak Diminum"
"1","78","0.3","21","0","0","0.08","0.01","0.023","0.04","0.002","0.021","0.06","45.5","9.2","0.015","7.48","0.02","15","0.02","0.05","4.8","6.2","31.0","Layak Diminum"
"1","108","1.2","21","0","0","0.07","0.01","0.023","0.02","0.002","0.025","0.02","41.6","8.6","0.016","7.53","0.05","8","0.02","0.17","4.5","6.6","33.5","Layak Diminum"
"1","106","1.21","21","0","0","0.07","0.01","0.017","0.08","0.003","0.014","0.06","43.6","7.0","0.009","6.86","0.06","15","0.02","0.12","1.2","10.6","60.0","Layak Diminum"
"1","101","1.13","20","0","0","0.11","0.01","0.012","0.04","0.002","0.022","0.02","53.5","7.5","0.016","6.95","0.06","10","0.02","0.12","2.1","22.0","46.0","Layak Diminum"
"1","109","1.23","21","0","0","0.07","0.01","0.023","0.07","0.002","0.015","0.04","51.5","4.4","0.006","6.85","0.05","14","0.02","0.08","2.4","29.0","14.0","Layak Diminum"
"1","153","0.49","25","0","0","0.04","0.02","0.006","0.06","0.002","0.046","0.03","36.6","2.9","0.005","6.98","0.03","16","0.02","0.05","4.2","93.28","157","Layak Diminum"
"1","160","0.71","25","0","0","0.05","0.03","0.011","0.04","0.001","0.061","0.02","69.3","3","0.006","7.24","0.06","13","0.01","0.03","3.9","31.24","38","Layak Diminum"
"2","154","0.64","25","0","0","0.09","0.01","0.028","0.06","0.002","0.014","0.06","51.5","16.0","0.023","6.97","0.06","22","0.02","0.10","5.3","5.3","27.5","Layak Diminum"
"1","187","0.87","24","0","0","0.07","0.01","0.021","0.07","0.002","0.016","0.04","47.5","14.0","0.016","6.84","0.03","12","0.02","0.07","5.0","4.4","27.0","Layak Diminum"
"1","85","0.64","24","0","0","0.08","0.01","0.022","0.07","0.002","0.027","0.09","43.6","4.4","0.010","6.87","0.02","23","0.02","0.05","2.1","29.0","14.0","Layak Diminum"
"2","80","0.66","25","0","0","0.08","0.02","0.021","0.06","0.002","0.015","0.03","87.1","12.0","0.010","6.96","0.06","6","0.03","0.09","1.5","77.4","91.0","Layak Diminum"
"1","80","0.63","25","0","0","0.06","0.01","0.010","0.07","0.003","0.110","0.03","95","39.3","0.004","7.67","0.05","12","0.02","0.08","2.4","98.6","216.0","Layak Diminum"
"1","81","0.65","25","0","0","0","0.01","0.001","0.24","0.006","0","0.01","73.3","8.0","0.004","6.57","0.06","31","0.02","0.00","2.4","60.7","40.0","Layak Diminum"
"1","86","0.65","25","0","0","0.19","0.01","0.003","0.19","0.005","0","0","77.2","8.1","0.005","6.53","0.02","30","0.01","0.00","1.8","45.8","42.0","Layak Diminum"
"1","79","0.63","25","0","0","0.05","0.10","0.003","0.37","0.006","0","0.04","87.1","30.0","0.047","6.80","0.07","21","0.00","0.00","2.7","28.6","27.0","Tidak Layak Diminum"
"2","86","0.67","25","0","0","0","0.01","0.018","0.26","0.015","0.009","4.11","73.3","24.3","0.369","7.36","0","19","0.03","0.71","25.8","84.5","30.0","Tidak Layak Diminum"
"1","82.6","0.66","25","0","0","0.00","0.01","0.002","0.07","0.009","0.008","0.01","77.2","4.8","0.000","6.82","0.02","1","0.02","0.00","0.6","49.3","50.5","Layak Diminum"
"1","83","0.64","25","0","0","0.00","0.01","0.001","0.09","0.006","0.002","0.01","114.8","4.2","0.000","6.93","0.12","1","0.01","0.00","0.6","37","47.5","Layak Diminum"
"1","187","1.71","24","0","0","0.00","0","0.002","0.12","0.050","0.008","0.02","79.2","41.2","0.003","6.95","0.13","2","0.02","0.00","0.3","35.2","47.0","Layak Diminum"
"1","196","1.84","24","0","0","0.00","0.01","0.025","0.10","0.004","0.021","0.02","99.0","4.1","0.001","6.95","0.07","1","0.00","0.00","0.3","33.9","49.0","Layak Diminum"
"1","192","1.9","24","0","0","0","0.01","0.003","0.1","0.09","0.01","0.01","85.1","3.2","0","7.24","0.08","1","0.01","0","0.6","31.7","48","Tidak Layak Diminum"
"1","98.6","0.44","23","0","0","0.05","0","0.005","0.51","0.005","0.028","0.01","110.9","19.2","0.001","7.03","0.04","22","0.02","0.14","3.0","40.5","45.5","Layak Diminum"
"1","408","0.46","26","0","0","0.00","0.01","0.04","0.3","0.05","0.073","0.02","77.2","15.9","0.002","6.74","0.07","33","0.00","0.19","3.6","44","35.5","Layak Diminum"
"1","412","0.43","26","0","0","0.18","0.01","0.004","0.07","0.050","0.150","0.03","61.4","20.0","0.001","6.88","0.06","23","0.02","0.02","4.5","32.6","40.5","Layak Diminum"
"1","415","0.45","26","0","0","0.00","0.05","0.005","0.38","0.011","0.352","0.40","116.8","6.0","0.000","7.12","0.06","4","0.01","0.00","1.5","49.3","78.0","Tidak Layak Diminum"
"1","406","0.47","26","0","0","0.00","0.00","0.031","0.80","0.008","0.017","0.10","112.9","16.5","0.076","6.77","0.00","27","0.02","0.37","7.4","72.2","44.0","Layak Diminum"
"1","406","0.43","26","0","0","0.00","0.00","0.005","0.69","0.004","0.017","0.02","103.0","19.5","0.011","6.76","0.17","0","0.01","0.00","0.9","220.0","150.0","Tidak Layak Diminum"
"2","408","0.52","25","0","0","0.01","0.00","0.005","0.74","0.007","0.000","0.02","108.9","16.0","0.008","6.89","0.47","0","0.01","0.00","1.5","211.2","122.0","Tidak Layak Diminum"
"1","163","1.44","25","0","0","0.05","0.01","0.001","0.07","0.006","0.000","0.02","85.1","59.2","0.028","7.89","0.05","0","0.00","0.29","2.1","154.0","299.0","Tidak Layak Diminum"
"1","158","1.47","25","0","0","0.00","0.01","0.004","0.04","0.006","0.015","0.00","85.1","65.2","0.114","8.07","0.05","0","0.00","0.05","1.8","158.4","307.0","Tidak Layak Diminum"
"1","159","1.41","26","0","0","0.18","0","0.003","0.05","0.004","0.000","0.01","83.2","75.5","0.038","7.99","0.04","0","0.05","0.04","2.1","259.6","287.0","Tidak Layak Diminum"
"1","127","0.66","25","0","0","0.08","0","0.004","0.04","0.004","0.003","0.03","89.1","69","0.178","8.08","0.03","0","0.00","0.04","1.5","277.2","300.0","Tidak Layak Diminum"
"1","121","0.63","25","0","0","0","0","0.005","0.04","0.004","0.000","0.01","95.0","70.3","0.063","8.14","0.03","0","0.00","1.01","1.2","255.2","285.0","Tidak Layak Diminum"
"2","124","0.65","25","0","0","0.00","0.01","0.004","0.04","0.002","0.040","0.00","91.1","59.7","0.104","8.06","0.03","0","0.00","0.15","2.1","233.2","43.0","Tidak Layak Diminum"
"2","127","0.66","25","0","0","0.14","0.00","0.002","0.19","0.005","0.071","0.01","39.6","9.0","0.006","7.11","0.01","15","0.01","0.00","2.1","44.0","27.0","Layak Diminum"
"2","120","0.63","25","0","0","0.18","0.02","0.001","0.31","0.003","0.024","0.02","38.6","9.5","0.019","6.97","0.05","15","0.01","0.00","1.8","44.0","22.0","Layak Diminum"
"1","125","0.67","25","0","0","0.1","0.02","0.001","0.35","0.003","0.013","0.02","39.6","10.6","0.025","6.97","0.07","12","0.01","0.00","3.0","44.0","25.0","Layak Diminum"
"2","131","0.68","25","0","0","0.01","0.02","0.003","0.33","0.005","0.043","0.02","39.6","10.7","0.025","6.88","0.02","12","0.01","0.00","4.5","43.6","25.0","Layak Diminum"
"1","135","0.65","25","0","0","0.02","0.05","0.002","0.42","0.003","0.040","0.03","35.6","10.5","0.020","6.95","0.05","10","0.07","0.00","1.8","41.4","27.0","Layak Diminum"
"1","133","0.64","25","0","0","0.07","0.02","0.002","0.36","0.005","0.027","0.02","43.6","10.1","0.025","6.99","0.10","11","0.02","0.00","0.1","35.2","28.0","Layak Diminum"
"1","130","0.61","25","0","0","0.03","0.01","0.003","0.40","0.003","0.018","0.04","41.6","8.7","0.016","6.82","0.08","10","0.01","0.00","1.5","29.9","28.0","Layak Diminum"
"1","123","0.63","25","0","0","0","0.01","0.003","0.41","0.003","0.049","0.05","39.6","10.9","0.024","6.98","0.03","11","0","0.00","1.8","32.6","25.0","Layak Diminum"
"1","130","0.65","25","0","0","0.07","0.02","0.022","0.03","0.002","0.022","0.08","69.3","8.6","0.014","6.69","0.04","17","0.03","0.08","2.4","59.8","42.0","Layak Diminum"
